negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	negative
negative	neutral
negative	neutral
negative	neutral
negative	neutral
negative	neutral
negative	neutral
negative	neutral
negative	neutral
negative	neutral
negative	neutral
negative	neutral
negative	neutral
negative	neutral
negative	neutral
negative	neutral
negative	neutral
negative	neutral
negative	neutral
negative	neutral
negative	neutral
negative	neutral
negative	neutral
negative	neutral
negative	neutral
negative	neutral
negative	neutral
negative	neutral
negative	neutral
negative	positive
negative	positive
negative	positive
neutral	negative
neutral	negative
neutral	negative
neutral	negative
neutral	negative
neutral	negative
neutral	negative
neutral	negative
neutral	negative
neutral	negative
neutral	negative
neutral	negative
neutral	negative
neutral	negative
neutral	negative
neutral	negative
neutral	negative
neutral	negative
neutral	negative
neutral	negative
neutral	negative
neutral	negative
neutral	negative
neutral	negative
neutral	negative
neutral	negative
neutral	negative
neutral	negative
neutral	negative
neutral	negative
neutral	negative
neutral	neutral
neutral	neutral
neutral	neutral
neutral	neutral
neutral	neutral
neutral	neutral
neutral	neutral
neutral	neutral
neutral	neutral
neutral	neutral
neutral	neutral
neutral	neutral
neutral	neutral
neutral	neutral
neutral	neutral
neutral	neutral
neutral	neutral
neutral	neutral
neutral	positive
neutral	positive
neutral	positive
neutral	positive
neutral	positive
neutral	positive
neutral	positive
neutral	positive
neutral	positive
neutral	positive
neutral	positive
neutral	positive
neutral	positive
neutral	positive
neutral	positive
neutral	positive
neutral	positive
neutral	positive
neutral	positive
neutral	positive
neutral	positive
neutral	positive
neutral	positive
positive	neutral
positive	neutral
positive	neutral
positive	neutral
positive	neutral
positive	neutral
positive	neutral
positive	neutral
positive	neutral
positive	neutral
positive	neutral
positive	neutral
positive	neutral
positive	neutral
positive	neutral
positive	neutral
positive	neutral
positive	neutral
positive	neutral
positive	neutral
positive	neutral
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
positive	positive
